;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N
2024-03-07_15:23:37:279478;59.90860836666667;10.720120516666666;0.0;59.90860836666667;10.720120516666666;0.0;1709821417.2794788;77.14;11311395.300017353;0;0.0;0.0;0.0;0.0;0.0;0.0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;;;;;;;
2024-03-07_15:23:43:315403;59.9086084;10.720121016666667;0.0;59.9086084;10.720121016666667;0.0;1709821423.3144238;71.575;0.0046764833654711424;0.90;0.124;1.225;-143.473;0.966;-0.453;-1.89;59.90860836666667;10.720120516666666;0.0;-3.8212031827004385;37.02278598570373;0.00010832668868454576;-0.17879681729956154;-40.02278598570373;40.023185359980026;-1.5752636726696976;-2.5040762377138246;116.40686914602858;83.59313085397142
2024-03-07_15:23:43:423596;59.90860855;10.720121916666667;0.0;59.90860855;10.720121916666667;0.0;1709821423.4226036;68.3;0.49046992099549985;0.90;0.194;0.903;-144.151;-0.347;-1.334;-2.06;59.90860836666667;10.720120516666666;0.0;0.0037136913663364684;0.02797691620142299;-3.6153543245091846e-10;-4.043713691366336;-3.107976916201423;5.100111854595394;-2.4862967617401917;-2.5159095700423464;0.0;-200.0
2024-03-07_15:23:43:534018;59.9086087;10.720122733333334;0.0;59.9086087;10.720122733333334;0.0;1709821423.5330253;68.796;0.4406346763352455;0.90;-0.29;0.473;-145.004;-1.24;-0.382;-1.966;59.90860836666667;10.720120516666666;0.0;0.020425301352505372;0.07833536522320156;1.105370094067748e-09;-4.100425301352505;-3.2383353652232016;5.2249692429359875;-2.473129358432779;-2.5307972285618576;180.74978487751787;19.250215122482146
2024-03-07_15:23:43:643273;59.908608816666664;10.720123466666667;0.0;59.908608816666664;10.720123466666667;0.0;1709821423.6422565;73.472;0.39404731645955193;0.90;-0.584;0.732;-145.647;-0.496;1.625;-1.879;59.90860836666667;10.720120516666666;0.0;0.03713691352684848;0.12403099448287087;1.687494005642165e-09;-4.157136913526848;-3.3640309944828712;5.347755776926331;-2.461256057205037;-2.542019695652181;180.93657587702106;19.06342412297895
2024-03-07_15:23:43:751783;59.908608916666665;10.720124166666666;0.0;59.908608916666665;10.720124166666666;0.0;1709821423.7507834;82.929;0.3752190821746309;0.90;-0.735;1.323;-146.478;-0.055;0.946;-2.033;59.90860836666667;10.720120516666666;0.0;0.0501348333385199;0.1650638041883442;2.0537979997237166e-09;-4.21013483333852;-3.4850638041883446;5.465428165675046;-2.4501409447850326;-2.556523381736254;177.17287018168082;22.82712981831917
2024-03-07_15:23:43:860915;59.908608916666665;10.720124583333334;0.0;59.908608916666665;10.720124583333334;0.0;1709821423.8599072;100.78;0.21364832069320203;0.90;-0.353;1.292;-147.263;2.336;-1.273;-1.799;59.90860836666667;10.720120516666666;0.0;0.06127590862593633;0.20423148589869256;2.7342399455676514e-09;-4.261275908625937;-3.604231485898693;5.58112506340606;-2.4395359014868747;-2.5702242163644096;175.5897234749353;24.41027652506468
2024-03-07_15:23:43:969611;59.9086085;10.720125533333333;0.0;59.9086085;10.720125533333333;0.0;1709821423.9680824;127.833;0.6523915660408908;0.90;0.798;1.075;-147.971;2.19;0.701;-1.632;59.90860836666667;10.720120516666666;0.0;0.06127591007977147;0.2275455826080958;3.5767068994052575e-09;-4.301275910079772;-3.707545582608096;5.6786326436695465;-2.430193667290538;-2.5825811474685296;174.75594336834334;25.24405663165665
2024-03-07_15:23:44:077633;59.9086083;10.72012565;0.0;59.9086083;10.72012565;0.0;1709821424.0766354;152.8;0.2138929105921612;0.90;0.554;1.469;-148.494;-2.823;1.019;-1.491;59.90860836666667;10.720120516666666;0.0;0.01485477535573278;0.28070172621031775;5.3615212157118175e-09;-4.294854775355733;-3.8407017262103182;5.761663587117081;-2.411959843210852;-2.59170921945646;169.1740854743986;30.825914525601405
2024-03-07_15:23:44:187509;59.908607933333336;10.72012565;0.0;59.908607933333336;10.72012565;0.0;1709821424.186499;175.301;0.37182964083265263;0.90;-0.863;1.339;-149.012;-3.236;-1.335;-1.352;59.90860836666667;10.720120516666666;0.0;-0.007427370850324499;0.28722967514065634;6.53225106818367e-09;-4.312572629149676;-3.927229675140657;5.832787978573911;-2.402926485059121;-2.6007500249817905;172.23034212121252;27.7696578787875
