;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N
2024-03-07_15:37:47:383348;59.90845945;10.719448583333334;0.0;59.90845945;10.719448583333334;0.0;1709822267.3833487;49.171;5068534.147523117;0;0.0;0.0;0.0;0.0;0.0;0.0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;;;;;;;
2024-03-07_15:37:53:408378;59.908459783333335;10.719449266666667;0.0;59.908459783333335;10.719449266666667;0.0;1709822273.407381;67.157;0.008848201435622573;0.89;-0.051;1.323;44.24;-2.066;-2.142;0.173;59.90845945;10.719448583333334;0.0;-20.412302874351276;-0.5744619216312685;3.26626017042031e-05;20.412302874351276;0.5744619216312685;20.420384793966388;0.02813549919402351;0.7721336610822914;133.04016543005588;-66.95983456994412
2024-03-07_15:37:53:517392;59.908460016666666;10.719449983333334;0.0;59.908460016666666;10.719449983333334;0.0;1709822273.515855;84.417;0.4405609015630518;0.89;-0.426;0.597;44.388;0.47;-0.964;0.774;59.90845945;10.719448583333334;0.0;0.037136908997535314;0.03823528981887648;-2.1402282029958641e-10;0.0;0.0;0.0;0.0;0.774716748375243;0.0;200.0
2024-03-07_15:37:53:627573;59.90846021666667;10.719450783333333;0.0;59.90846021666667;10.719450783333333;0.0;1709822273.626549;73.889;0.45171798122384943;0.89;-0.036;0.547;44.599;1.023;0.12;0.329;59.90845945;10.719448583333334;0.0;0.06313274757956858;0.07833571525052944;1.8206736188131067e-09;0.0;0.0;0.0;0.0;0.7783993930969509;0.0;0.0
2024-03-07_15:37:53:735528;59.90846035;10.719451183333334;0.0;59.90846035;10.719451183333334;0.0;1709822273.7345312;63.683;0.24876925850677992;0.89;0.153;0.676;44.404;0.416;0.774;-0.812;59.90845945;10.719448583333334;0.0;0.08541489402354006;0.12309898017262767;1.652244299710226e-09;0.0;0.0;0.0;0.0;0.7749960010555621;0.0;0.0
2024-03-07_15:37:53:844903;59.90846066666667;10.7194521;0.0;59.90846066666667;10.7194521;0.0;1709822273.8439174;64.604;0.5691148013745523;0.89;-0.173;1.242;44.221;-1.389;1.626;-0.059;59.90845945;10.719448583333334;0.0;0.1002696590540408;0.14548061251935895;1.9655994054623704e-09;0.0;0.0;0.0;0.0;0.7718020485244124;0.0;0.0
2024-03-07_15:37:53:954808;59.90846103333333;10.719453216666667;0.0;59.90846103333333;10.719453216666667;0.0;1709822273.9538157;65.162;0.6792737319487365;0.89;-0.55;1.642;44.52;-0.388;0.63;1.5;59.90845945;10.719448583333334;0.0;0.1355497267364085;0.1967718522223666;3.4047941896431233e-09;0.0;0.0;0.0;0.0;0.7770205829878756;0.0;0.0
2024-03-07_15:37:54:064954;59.90846145;10.719454633333333;0.0;59.90846145;10.719454633333333;0.0;1709822274.0639615;57.165;0.8339915120093973;0.89;-0.433;1.704;44.923;0.963;-0.125;0.894;59.90845945;10.719448583333334;0.0;0.1764003303542289;0.2592539067702325;7.9086950044438e-09;0.0;0.0;0.0;0.0;0.7840542598734127;0.0;0.0
2024-03-07_15:37:54:173747;59.908462;10.7194562;0.0;59.908462;10.7194562;0.0;1709822274.1727087;53.913;0.9835141752480226;0.89;0.095;1.29;44.98;1.805;-2.409;-0.249;59.90845945;10.719448583333334;0.0;0.22282147550265077;0.33852218334804696;1.2261234916266517e-08;0.0;0.0;0.0;0.0;0.7850490975470493;0.0;0.0
2024-03-07_15:37:54:281990;59.90846265;10.719457783333333;0.0;59.90846265;10.719457783333333;0.0;1709822274.2809975;52.221;1.056666564943645;0.89;0.139;0.508;44.993;-1.355;-1.321;0.489;59.90845945;10.719448583333334;0.0;0.2840973862999269;0.4261835681635287;2.0514633811141714e-08;0.0;0.0;0.0;0.0;0.7852759903498088;0.0;0.0
2024-03-07_15:37:54:392319;59.90846346666667;10.719459783333333;0.0;59.90846346666667;10.719459783333333;0.0;1709822274.3907921;52.449;1.3136184529519948;0.89;-0.584;0.729;45.222;-0.619;1.939;1.084;59.90845945;10.719448583333334;0.0;0.356514371849351;0.514777516431683;3.0108716658761026e-08;0.0;0.0;0.0;0.0;0.7892727943368757;0.0;0.0
2024-03-07_15:37:54:500538;59.90846435;10.719462116666667;0.0;59.90846435;10.719462116666667;0.0;1709822274.4995408;55.07;1.503427714925959;0.89;0.026;1.396;45.575;2.696;1.087;0.892;59.90845945;10.719448583333334;0.0;0.4474998198262432;0.6266856568520294;4.634311703832772e-08;0.0;0.0;0.0;0.0;0.7954338065964157;0.0;0.0
2024-03-07_15:37:54:608694;59.908465383333336;10.71946455;0.0;59.908465383333336;10.71946455;0.0;1709822274.6076617;50.509;1.6491030140131937;0.89;0.144;1.383;45.78;-2.164;-0.571;0.258;59.90845945;10.719448583333334;0.0;0.5459126555203159;0.7572451487311775;6.79014082738405e-08;0.0;0.0;0.0;0.0;0.7990117315630041;0.0;0.0
2024-03-07_15:37:54:717899;59.90846653333333;10.719467066666667;0.0;59.90846653333333;10.719467066666667;0.0;1709822274.7163584;51.026;1.7514894657343858;0.89;-0.777;1.149;45.954;-0.733;-0.585;0.549;59.90845945;10.719448583333334;0.0;0.6610371075903483;0.8934000367290764;9.608500095570349e-08;0.0;0.0;0.0;0.0;0.8020486044614742;0.0;0.0
2024-03-07_15:37:54:827001;59.90846761666667;10.719469666666667;0.0;59.90846761666667;10.719469666666667;0.0;1709822274.8254478;49.847;1.7327880338843886;0.89;-0.347;0.986;46.005;2.266;-0.297;0.117;59.90845945;10.719448583333334;0.0;0.7891594835665782;1.034217752100457;1.317277336654321e-07;0.0;0.0;0.0;0.0;0.8029387223799913;0.0;0.0
2024-03-07_15:37:54:935977;59.90846883333333;10.719472383333333;0.0;59.90846883333333;10.719472383333333;0.0;1709822274.9349802;48.32;1.859424951332409;0.89;0.308;1.021;45.907;0.427;0.498;-0.063;59.90845945;10.719448583333334;0.0;0.9098544859126048;1.1796982992055707;1.7451530387457836e-07;-1.026321716272258;0.34207040577078085;1.081826431455721;2.8198743990503474;0.8012282997130368;-0.818264314557211;0.0
2024-03-07_15:37:55:045528;59.9084695;10.7194738;0.0;59.9084695;10.7194738;0.0;1709822275.0445335;49.557;0.991554198482796;0.89;-0.178;1.262;46.079;-1.897;0.363;0.616;59.90845945;10.719448583333334;0.0;1.0454042578012217;1.3317068060526271;2.2346008476947787e-07;-1.179136012290897;0.2982474594513538;1.2162702341792573;2.8938514049701665;0.8042302660264671;-2.162702341792573;0.0
2024-03-07_15:37:55:154356;59.90847088333334;10.7194767;0.0;59.90847088333334;10.7194767;0.0;1709822275.1528602;50.147;2.0659006279068635;0.89;-0.126;1.014;46.007;2.176;-1.271;-0.609;59.90845945;10.719448583333334;0.0;1.119678109042586;1.410975039970175;2.541380064169374e-07;-1.2717412310771747;0.3263042258961031;1.3129357206883143;2.8904300663195297;0.8029736289650311;-3.1293572068831432;0.0
2024-03-07_15:37:55:264370;59.9084722;10.719479783333334;0.0;59.9084722;10.719479783333334;0.0;1709822275.2628367;51.305;2.059145398881584;0.89;0.341;0.458;45.92;0.054;-1.384;0.28;59.90845945;10.719448583333334;0.0;1.273796351029953;1.573241766917074;3.206268360811393e-07;-1.445560622432549;0.2722344488932116;1.470971484527069;2.955448346326578;0.8014551925157961;-4.709714845270689;0.0
2024-03-07_15:37:55:373899;59.908473416666666;10.719482783333333;0.0;59.908473416666666;10.719482783333333;0.0;1709822275.3729014;48.418;1.9602809748498755;0.89;-0.687;0.567;46.039;-3.253;1.273;0.132;59.90845945;10.719448583333334;0.0;1.4204872233219774;1.7457667286649776;3.954642929793195e-07;-1.6131585739352534;0.2077697472981357;1.6264835850856754;3.013500982986098;0.8035321343256694;-6.264835850856754;0.0
2024-03-07_15:37:55:481635;59.90847471666667;10.719485516666667;0.0;59.90847471666667;10.719485516666667;0.0;1709822275.4806378;49.103;1.955113362937788;0.89;-0.79;1.141;46.053;2.609;1.214;0.238;59.90845945;10.719448583333334;0.0;1.5560370278799291;1.9136288439857314;4.7518070367402743e-07;-1.7702081827663052;0.14490311207960382;1.776128914866018;3.0599182111848178;0.8037764804209485;-7.76128914866018;0.0
