;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N
2024-03-07_15:44:39:482290;59.908474383333335;10.71953345;0.0;59.908474383333335;10.71953345;0.0;1709822679.4822905;82.349;3981989.46557942;0;0.0;0.0;0.0;0.0;0.0;0.0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;;;;;;;
2024-03-07_15:44:45:517177;59.90847445;10.71953385;0.0;59.90847445;10.71953385;0.0;1709822685.5165443;87.513;0.003907995629650595;0.88;-0.207;0.827;10.379;-0.669;1.656;-0.095;59.908474383333335;10.71953345;0.0;-18.748566994184667;4.174172737246281;2.8895910649140433e-05;18.748566994184667;-4.174172737246281;19.207615218339853;-0.2190666106383967;0.18114772306449145;79.93569988913359;-120.06430011086641
2024-03-07_15:44:45:628363;59.90847455;10.719534733333333;0.0;59.90847455;10.719534733333333;0.0;1709822685.627859;75.227;0.45516128458311855;0.88;-0.554;0.953;10.318;-0.91;-1.246;-0.298;59.908474383333335;10.71953345;0.0;0.007427382365989088;0.022381623190301465;2.871269467845383e-10;0.0;0.0;0.0;0.0;0.1800830722207749;0.0;36.15916603387878
2024-03-07_15:44:45:736924;59.90847468333333;10.719535533333334;0.0;59.90847468333333;10.719535533333334;0.0;1709822685.7359104;74.073;0.43649335844253884;0.88;-0.378;0.402;10.115;1.855;-0.299;-0.558;59.908474383333335;10.71953345;0.0;0.018568455485258283;0.07180770751793127;-1.1457836398415244e-09;0.0;0.0;0.0;0.0;0.17654005383922644;0.0;0.0
2024-03-07_15:44:45:846448;59.908474866666666;10.719536333333334;0.0;59.908474866666666;10.719536333333334;0.0;1709822685.8454378;71.087;0.44923081284433575;0.88;0.233;1.103;9.87;-0.203;1.436;-0.539;59.908474383333335;10.71953345;0.0;0.0334232201687562;0.11657095349984264;1.5531623678149975e-09;0.0;0.0;0.0;0.0;0.17226399717184032;0.0;0.0
2024-03-07_15:44:45:954691;59.90847506666667;10.719537116666666;0.0;59.90847506666667;10.719537116666666;0.0;1709822685.9537263;74.143;0.45405847319531273;0.88;-0.128;0.967;9.668;-0.355;-1.678;-0.374;59.908474383333335;10.71953345;0.0;0.05384852385974421;0.1613341985266053;2.2631596666156106e-09;0.0;0.0;0.0;0.0;0.16873843208281178;0.0;0.0
2024-03-07_15:44:46:064187;59.90847526666667;10.719538083333333;0.0;59.90847526666667;10.719538083333333;0.0;1709822686.0632262;79.239;0.5342356340576314;0.88;0.103;0.906;9.516;0.272;1.583;-0.325;59.908474383333335;10.71953345;0.0;0.07613067076057517;0.2051648756379227;4.086696321625727e-09;0.0;0.0;0.0;0.0;0.1660855316197804;0.0;0.0
2024-03-07_15:44:46:173462;59.90847548333333;10.7195391;0.0;59.90847548333333;10.7195391;0.0;1709822686.1724656;62.683;0.5685950307351859;0.88;-0.533;1.652;9.413;-2.236;1.017;0.141;59.908474383333335;10.71953345;0.0;0.0984128217302335;0.2592537957926317;6.1152601871228285e-09;0.0;0.0;0.0;0.0;0.16428784249022624;0.0;0.0
2024-03-07_15:44:46:281922;59.9084759;10.719540066666667;0.0;59.9084759;10.719540066666667;0.0;1709822686.280926;50.417;0.6571784923504176;0.88;-0.553;1.203;9.469;2.283;-2.566;0.127;59.908474383333335;10.71953345;0.0;0.12255181732878395;0.31614041790311187;7.926891504306255e-09;0.0;0.0;0.0;0.0;0.16526522687134307;0.0;0.0
2024-03-07_15:44:46:390464;59.90847648333333;10.719541083333333;0.0;59.90847648333333;10.719541083333333;0.0;1709822686.389422;38.139;0.7960643428918465;0.88;0.146;0.609;9.512;0.768;-0.196;0.311;59.908474383333335;10.71953345;0.0;0.16897295873439733;0.3702293343201841;1.2004633218043459e-08;0.0;0.0;0.0;0.0;0.16601571844970064;0.0;0.0
2024-03-07_15:44:46:498797;59.90847728333333;10.719542133333334;0.0;59.90847728333333;10.719542133333334;0.0;1709822686.4978156;35.015;0.9848409204633926;0.88;-0.206;1.237;9.735;-0.933;1.9;0.839;59.908474383333335;10.71953345;0.0;0.2339625579136246;0.42711595000080893;1.841543803560164e-08;0.0;0.0;0.0;0.0;0.16990780268164798;0.0;0.0
2024-03-07_15:44:46:606401;59.90847825;10.719543416666667;0.0;59.90847825;10.719543416666667;0.0;1709822686.6054044;34.567;1.2031097844163507;0.88;0.007;1.377;10.017;1.359;-0.75;0.67;59.908474383333335;10.71953345;0.0;0.3230911507732326;0.4858676958671395;2.5526329078262577e-08;0.0;0.0;0.0;0.0;0.174829631172272;0.0;0.0
2024-03-07_15:44:46:716718;59.90847935;10.719544733333333;0.0;59.90847935;10.719544733333333;0.0;1709822686.7157521;32.131;1.2958281322323546;0.88;0.146;1.151;10.157;-0.321;-0.511;0.343;59.908474383333335;10.71953345;0.0;0.43078820067306217;0.5576753812330555;3.8850866634909664e-08;0.0;0.0;0.0;0.0;0.17727309212506406;0.0;0.0
2024-03-07_15:44:46:827343;59.90847995;10.719545416666667;0.0;59.90847995;10.719545416666667;0.0;1709822686.8263557;32.22;0.696261184378741;0.88;-0.151;1.007;10.303;-0.432;-0.06;0.581;59.908474383333335;10.71953345;0.0;0.5533400155018625;0.6313481951275616;5.394020452520465e-08;0.0;0.0;0.0;0.0;0.17982127283297578;0.0;0.0
2024-03-07_15:44:46:937176;59.90848125;10.719546916666667;0.0;59.90848125;10.719546916666667;0.0;1709822686.9361799;29.959;1.5242147279783425;0.88;-0.296;1.154;10.516;-0.489;0.556;0.757;59.908474383333335;10.71953345;0.0;0.6201864605884416;0.6695834504252773;6.518049244785828e-08;0.0;0.0;0.0;0.0;0.1835388241397237;0.0;0.0
2024-03-07_15:44:47:046744;59.90848268333333;10.71954845;0.0;59.90848268333333;10.71954845;0.0;1709822687.0457346;26.33;1.6546732061489449;0.88;-0.565;1.085;10.762;-0.699;-0.884;0.579;59.908474383333335;10.71953345;0.0;0.7650204277133266;0.7535144941631079;8.952539126694248e-08;0.0;0.0;0.0;0.0;0.18783233409962977;0.0;0.0
2024-03-07_15:44:47:154485;59.90848428333334;10.719549833333334;0.0;59.90848428333334;10.719549833333334;0.0;1709822687.1535075;21.293;1.8032093428139142;0.88;-0.708;0.805;10.782;0.268;-0.499;-0.235;59.908474383333335;10.71953345;0.0;0.9247091591710938;0.8393106626303963;1.2282441719246862e-07;-1.224657992211188;1.5915343259198298;2.008175467549543;2.2266501554976914;0.1881813999500286;-1.9539367443408069;0.0
2024-03-07_15:44:47:263339;59.90848606666667;10.719551016666667;0.0;59.90848606666667;10.719551016666667;0.0;1709822687.2623057;20.186;1.9248919194330645;0.88;0.165;1.191;10.354;3.14;1.557;-1.34;59.908474383333335;10.71953345;0.0;1.1029663476306393;0.9167137130283327;1.6123841956039442e-07;-1.443649545868121;1.671258258069557;2.2084447415434516;2.2832533548230898;0.18071139075149287;-49.81829322888493;0.0
2024-03-07_15:44:47:372720;59.908487916666665;10.719552183333333;0.0;59.908487916666665;10.719552183333333;0.0;1709822687.3717225;21.575;1.975937695098028;0.88;0.762;1.072;10.017;0.194;-2.409;-0.891;59.908474383333335;10.71953345;0.0;1.3016488336031322;0.9829259426896727;2.0754628304864298e-07;-1.68614202232487;1.763349491832757;2.439769732945436;2.3338159511276872;0.174829631172272;-105.1049661739592;0.0
