;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N;target_north_from_observer;target_east_from_observer
2024-03-22_12:23:32:921003;59.90814133333333;10.719242166666668;0.0;59.90814133333333;10.719242166666668;0.0;1711106612.919087;178.539;0.0;0.76;-0.208;2.389;175.344;-4.748;-3.638;10.181;59.908146216666665;10.7192148;0.0;-0.5440553900507972;1.531291392324083;2.0828100436021124e-07;725.9355460332971;186.74959702460185;-17.175944609949166;-6.971291392324085;18.53677363838523;-2.7560316602731065;3.060330123616937;68.26898297675756;23.6185721559927;-17.79999999999996;-5.600000000000002
2024-03-22_12:23:33:060198;59.90813968333333;10.719242433333333;0.0;59.90813968333333;10.719242433333333;0.0;1711106613.0445604;-179.792;1.4699126310427129;0.76;-0.99;1.393;176.917;-4.921;-7.154;9.182;59.908146216666665;10.7192148;0.0;-0.5440553900507972;1.531291392324083;2.0828100436021124e-07;719.8455409001886;229.94213550418112;-17.255944609949164;-7.131291392324085;18.6714472203916;-2.749702826565651;3.087784152750808;69.38600513727599;22.33217798903762;-17.87999999999996;-5.7600000000000025
2024-03-22_12:23:33:167243;59.90813791666667;10.719242583333333;0.0;59.90813791666667;10.719242583333333;0.0;1711106613.1594281;-179.815;1.71510913296725;0.76;-1.23;0.864;177.594;-2.846;-6.634;8.209;59.908146216666665;10.7192148;0.0;-0.7278830802198886;1.5462127004992239;2.2881493338955394e-07;729.976316772394;193.41617089515708;-17.15211691978007;-7.306212700499226;18.643386464232886;-2.7389043729602935;3.0996000317868093;69.29174698876845;23.779287646558295;-17.959999999999958;-5.920000000000003
2024-03-22_12:23:33:250648;59.90813791666667;10.719242583333333;0.0;59.90813791666667;10.719242583333333;0.0;1711106613.245047;179.694;0.0;0.76;-1.386;0.347;178.451;-0.827;-3.249;6.622;59.908146216666665;10.7192148;0.0;-0.9247086891219372;1.5546059763769164;2.5563450983812075e-07;727.4538246078182;201.34052911325102;-17.035291310878023;-7.474605976376919;18.602980528629434;-2.728115205870179;3.114557503476401;69.22514205401527;23.452704719749587;-18.039999999999957;-6.080000000000003
2024-03-22_12:23:33:362009;59.908136;10.719242633333334;0.0;59.908136;10.719242633333334;0.0;1711106613.3566763;179.36;1.9131319552039514;0.76;-1.544;0.429;179.362;-1.862;2.178;5.595;59.908146216666665;10.7192148;0.0;-0.9247086891219372;1.5546059763769164;2.5563450983812075e-07;726.4522632395793;221.2624591644077;-17.11529131087802;-7.634605976376919;18.7408752482574;-2.722012306280758;3.1304574529620695;70.07117367039903;22.9787444934765;-18.119999999999955;-6.240000000000003
2024-03-22_12:23:33:480677;59.908136;10.719242633333334;0.0;59.908136;10.719242633333334;0.0;1711106613.4706728;179.072;0.0;0.76;-1.643;0.545;179.576;-2.425;2.713;5.54;59.908146216666665;10.7192148;0.0;-1.1382459122194448;1.5574037972442252;2.9121741818016744e-07;737.099829047819;172.98905894132528;-16.98175408778051;-7.797403797244228;18.686344690043818;-2.711144436708928;3.134192457561337;69.65214949711502;24.640090303958726;-18.199999999999953;-6.400000000000003
2024-03-22_12:23:33:580574;59.90813395;10.719242683333334;0.0;59.90813395;10.719242683333334;0.0;1711106613.5565698;178.339;2.6591868967231505;0.76;-1.945;0.827;179.988;-3.83;3.418;5.228;59.908146216666665;10.7192148;0.0;-1.1382459122194448;1.5574037972442252;2.9121741818016744e-07;735.2303846035974;194.66366204624524;-17.061754087780507;-7.957403797244228;18.826144792396867;-2.705194040707349;3.141383214079554;70.28595863611645;24.125530181141215;-18.27999999999995;-6.560000000000003
2024-03-22_12:23:33:660442;59.90813395;10.719242683333334;0.0;59.90813395;10.719242683333334;0.0;1711106613.658673;177.447;0.0;0.76;-2.308;1.355;-179.546;-1.861;4.54;3.351;59.908146216666665;10.7192148;0.0;-1.3666378960263623;1.560201624876262;3.3712146496611695e-07;738.8340912462096;172.16825289151967;-16.91336210397359;-8.120201624876266;18.761649503409156;-2.6939867714648655;-3.1336688587857386;69.92873911902136;24.77653774444246;-18.35999999999995;-6.720000000000003
2024-03-22_12:23:33:944989;59.90813188333333;10.719243033333333;0.0;59.90813188333333;10.719243033333333;0.0;1711106613.8119962;177.783;1.507165784961743;0.76;-1.755;2.087;-179.219;6.464;3.869;2.443;59.908146216666665;10.7192148;0.0;-1.3666378960263623;1.560201624876262;3.3712146496611695e-07;740.7825612856465;178.19568545646612;-16.99336210397359;-8.280201624876266;18.903335540199492;-2.6881881295414933;-3.127961632131717;70.53563429386872;24.813551024074172;-18.439999999999948;-6.8800000000000034
2024-03-22_12:23:34:056209;59.90812998333333;10.719243433333334;0.0;59.90812998333333;10.719243433333334;0.0;1711106614.0286148;-177.695;0.9826636500199875;0.76;0.204;2.171;-178.464;10.345;-2.193;4.258;59.908146216666665;10.7192148;0.0;-1.5968867190534115;1.5797858437910668;3.940402439894797e-07;742.2621203515423;166.8880302671808;-16.843113280946536;-8.459785843791071;18.848300759421402;-2.676130915128219;-3.1147843962791604;70.32812238556653;25.10614357347055;-18.519999999999946;-7.040000000000004
2024-03-22_12:23:34:101517;59.90812998333333;10.719243433333334;0.0;59.90812998333333;10.719243433333334;0.0;1711106614.0969598;-177.393;0.0;0.76;0.912;1.83;-178.172;8.176;-4.817;3.615;59.908146216666665;10.7192148;0.0;-1.8085670862234933;1.6021677891527168;4.5735282783176956e-07;749.6467073432796;119.07789817998037;-16.711432913776452;-8.64216778915272;18.813799566475662;-2.664326435574555;-3.109688034863337;70.00553199427841;26.291096500368127;-18.599999999999945;-7.200000000000004
2024-03-22_12:23:34:201696;59.90812806666667;10.71924345;0.0;59.90812806666667;10.71924345;0.0;1711106614.1971166;-177.693;2.1320803204757666;0.76;1.447;1.066;-177.823;2.956;-6.621;3.144;59.908146216666665;10.7192148;0.0;-1.8085670862234933;1.6021677891527168;4.5735282783176956e-07;746.8119731931707;153.79258406654358;-16.79143291377645;-8.80216778915272;18.958649136640847;-2.658768393161632;-3.103596835773877;70.64107420484987;25.63286353055848;-18.679999999999943;-7.360000000000004
2024-03-22_12:23:34:450517;59.908126116666665;10.71924335;0.0;59.908126116666665;10.71924335;0.0;1711106614.332743;-177.391;1.6023938859341536;0.76;1.424;0.554;-177.552;-0.88;-6.119;3.899;59.908146216666665;10.7192148;0.0;-2.022104307702113;1.6031004587254025;5.218601705214709e-07;751.931900045971;114.7660382436422;-16.65789569229783;-8.963100458725407;18.91620095919575;-2.647955493763171;-3.098866993500972;70.29995198181174;26.50417890896519;-18.75999999999994;-7.520000000000004
2024-03-22_12:23:34:564937;59.908126116666665;10.71924335;0.0;59.908126116666665;10.71924335;0.0;1711106614.517411;-175.936;0.0;0.76;0.094;0.157;-176.581;-9.41;1.698;5.313;59.908146216666665;10.7192148;0.0;-2.2393552235624345;1.5975050883154525;5.927006990757988e-07;748.1104144198941;136.41767538594726;-16.520644776437507;-9.117505088315456;18.869568168474075;-2.637302958089203;-3.081919846464107;70.2642473188891;25.968032533391707;-18.83999999999994;-7.680000000000004
2024-03-22_12:23:34:700190;59.90812416666667;10.719243216666667;0.0;59.90812416666667;10.719243216666667;0.0;1711106614.6263876;-174.429;1.9947743701715508;0.76;-1.046;0.718;-175.931;-9.158;5.493;5.639;59.908146216666665;10.7192148;0.0;-2.2393552235624345;1.5975050883154525;5.927006990757988e-07;748.8971676055652;154.74970323856436;-16.600644776437505;-9.277505088315456;19.017189793899124;-2.6319694418117523;-3.070575206326144;71.05591395858428;25.768378383778426;-18.919999999999938;-7.840000000000004
2024-03-22_12:23:34:751591;59.9081221;10.71924295;0.0;59.9081221;10.71924295;0.0;1711106614.745564;-172.966;1.9360917725533662;0.76;-2.018;1.515;-175.149;-3.372;3.154;4.709;59.908146216666665;10.7192148;0.0;-2.456606139664015;1.5900445623833959;6.698597987409016e-07;750.8646236397506;141.76042633852822;-16.463393860335923;-9.4300445623834;18.97285107328583;-2.621421876633023;-3.0569267315755484;70.94646921747747;26.09484698463996;-18.999999999999936;-8.000000000000004
2024-03-22_12:23:34:835794;59.9081221;10.71924295;0.0;59.9081221;10.71924295;0.0;1711106614.8334472;-172.543;0.0;0.76;-2.018;1.515;-175.149;-3.372;3.154;4.709;59.908146216666665;10.7192148;0.0;-2.686854976147932;1.575123420914649;7.588071253561424e-07;761.3041915064739;1.414753851397806;-16.313145023852005;-9.575123420914652;18.915646673983307;-2.6108184014130007;-3.0569267315755484;70.42306744969268;27.81691951675406;-19.079999999999934;-8.160000000000004
2024-03-22_12:23:34:940478;59.908119983333336;10.719242583333333;0.0;59.908119983333336;10.719242583333333;0.0;1711106614.9360511;-171.077;2.307066316364002;0.76;-1.809;1.38;-174.583;3.936;-3.097;4.612;59.908146216666665;10.7192148;0.0;-2.686854976147932;1.575123420914649;7.588071253561424e-07;754.2588118553865;130.45320716634285;-16.393145023852004;-9.735123420914652;19.06588135370313;-2.605705037403948;-3.0470481680092605;71.19321018917046;26.48776359803531;-19.159999999999933;-8.320000000000004
2024-03-22_12:23:35:033940;59.908119983333336;10.719242583333333;0.0;59.908119983333336;10.719242583333333;0.0;1711106615.0325356;-170.966;0.0;0.76;-1.047;0.914;-174.052;7.034;-3.652;4.378;59.908146216666665;10.7192148;0.0;-2.9226743521156524;1.5546068146568066;8.58464640263179e-07;758.1871563725348;92.88813159262229;-16.23732564788428;-9.874606814656811;19.004173329548102;-2.5952075670814647;-3.0377804696811705;70.89571230584903;27.175588594843997;-19.23999999999993;-8.480000000000004
2024-03-22_12:23:35:135301;59.908119983333336;10.719242583333333;0.0;59.908119983333336;10.719242583333333;0.0;1711106615.1337028;-171.315;0.0;0.76;-0.512;0.772;-173.72;6.11;-1.316;4.136;59.908146216666665;10.7192148;0.0;-2.9226743521156524;1.5546068146568066;8.58464640263179e-07;759.8775723401145;107.7342412650321;-16.317325647884278;-10.034606814656811;19.155898575213303;-2.5902410772046105;-3.0319859765645494;71.56941609152604;27.15580030024338;-19.31999999999993;-8.640000000000004
2024-03-22_12:23:35:236670;59.908117733333334;10.719241983333333;0.0;59.908117733333334;10.719241983333333;0.0;1711106615.2345233;-171.553;2.508575384959591;0.76;-0.034;0.954;-173.293;3.002;2.672;3.451;59.908146216666665;10.7192148;0.0;-2.9226743521156524;1.5546068146568066;8.58464640263179e-07;761.4484443346531;123.14006861883928;-16.397325647884276;-10.194606814656812;19.308088888033705;-2.5853527621109924;-3.0245334206585337;72.29196467093853;27.09979031724221;-19.399999999999928;-8.800000000000004
