;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N
2024-03-07_15:18:43:130631;59.908429766666664;10.719342716666667;0.0;59.908429766666664;10.719342716666667;0.0;1709821123.129639;24.574;2228624.4894425003;0;0.675;0.428;51.612;1.314;-0.398;0.202;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;;;;;;;
2024-03-07_15:18:49:163376;59.90843015;10.719343283333334;0.0;59.90843015;10.719343283333334;0.0;1709821129.1623979;35.592;0.00881702586053502;0.91;-0.044;0.434;51.768;-3.67;0.169;0.681;59.908429766666664;10.719342716666667;0.0;-23.719339058973993;-6.49814000295226;4.737001946786279e-05;8.719339058973993;6.49814000295226;10.874405598620914;0.6404580473776628;0.9035220471724246;176.32424001847141;-23.67575998152857
2024-03-07_15:18:49:272510;59.908430583333335;10.719343983333333;0.0;59.908430583333335;10.719343983333333;0.0;1709821129.2715135;36.278;0.5697463852942686;0.91;-1.119;0.701;52.074;-0.393;1.131;0.787;59.908429766666664;10.719342716666667;0.0;0.04270744753582402;0.03170734175541785;6.510758356059743e-10;-15.042707447535824;-0.03170734175541785;15.042740864206593;-3.1394848352393736;0.9088627546835272;0.0;200.0
2024-03-07_15:18:49:380784;59.9084311;10.719344666666666;0.0;59.9084311;10.719344666666666;0.0;1709821129.3792944;23.14;0.6411513679030522;0.91;-0.311;1.386;52.243;2.912;1.883;0.287;59.908429766666664;10.719342716666667;0.0;0.09098543121115682;0.07087523354830075;9.126846778340081e-10;-15.090985431211157;-0.07087523354830075;15.09115186404795;-3.13689616025799;0.9118123611193977;0.0;200.0
2024-03-07_15:18:49:489374;59.90843135;10.71934495;0.0;59.90843135;10.71934495;0.0;1709821129.4883614;11.686;0.29384304552538865;0.91;0.321;1.739;52.268;1.048;-0.236;0.07;59.908429766666664;10.719342716666667;0.0;0.1485476425979132;0.1091105553088;2.4310536084204415e-09;-15.148547642597913;-0.1091105553088;15.148940583200483;-3.1343900708014516;0.9122486934323962;0.0;200.0
2024-03-07_15:18:49:599150;59.908431916666665;10.719345333333333;0.0;59.908431916666665;10.719345333333333;0.0;1709821129.5980995;22.324;0.6076000690414519;0.91;0.387;1.092;52.265;-0.422;-2.265;0.16;59.908429766666664;10.719342716666667;0.0;0.1764003249633702;0.12496422480160685;3.6030326916458577e-09;-15.176400324963371;-0.12496422480160685;15.176914801138885;-3.133358724725092;0.9121963335548363;0.0;200.0
2024-03-07_15:18:49:706708;59.90843233333333;10.7193458;0.0;59.90843233333333;10.7193458;0.0;1709821129.7057228;45.803;0.49488516282416567;0.91;-0.019;0.587;52.4;-1.437;-1.179;0.71;59.908429766666664;10.719342716666667;0.0;0.2395330724468384;0.14641330569873062;6.8599210339970185e-09;-15.239533072446838;-0.14641330569873062;15.240236386693173;-3.131985482527784;0.9145525280450286;0.0;200.0
2024-03-07_15:18:49:816953;59.90843278333333;10.71934675;0.0;59.90843278333333;10.71934675;0.0;1709821129.8159578;47.281;0.6628494125150408;0.91;-0.544;0.308;52.743;-0.698;0.476;0.962;59.908429766666664;10.719342716666667;0.0;0.28595421107638574;0.17252523057883903;9.956513308262416e-09;-15.285954211076385;-0.17252523057883903;15.286927784820277;-3.1303066126258643;0.9205390073793692;0.0;200.0
2024-03-07_15:18:49:926376;59.90843345;10.719348183333333;0.0;59.90843345;10.719348183333333;0.0;1709821129.9253783;44.821;0.9989944312992468;0.91;-0.545;1.309;53.093;0.279;3.234;0.965;59.908429766666664;10.719342716666667;0.0;0.3360890436193396;0.22568165014215572;1.2827007955795722e-08;-15.33608904361934;-0.22568165014215572;15.33774948814304;-3.1268779919200003;0.9266476597613494;0.0;200.0
2024-03-07_15:18:50:034486;59.9084343;10.719349900000001;0.0;59.9084343;10.719349900000001;0.0;1709821130.0334651;42.108;1.247947129757841;0.91;-0.522;1.973;53.425;0.228;0.428;1.037;59.908429766666664;10.719342716666667;0.0;0.4103628685997258;0.30588256098227123;2.04814342985582e-08;-15.410362868599726;-0.30588256098227123;15.41339832363487;-3.121746112553404;0.9324421528779705;0.0;200.0
