;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N
2024-03-07_15:22:15:828092;59.9086739;10.720346116666667;0.0;59.9086739;10.720346116666667;0.0;1709821335.8280919;36.792;3090575.841044869;0;0.0;0.0;0.0;0.0;0.0;0.0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;;;;;;;
2024-03-07_15:22:21:862245;59.90867411666667;10.720346466666667;0.0;59.90867411666667;10.720346466666667;0.0;1709821341.861248;34.219;0.005152198764834797;0.90;0.119;1.051;-176.923;-2.274;-0.44;-2.349;59.9086739;10.720346116666667;0.0;3.4800611757738222;49.6458728220115;0.00019368033698219378;-7.480061175773822;-52.6458728220115;53.174610862560414;-1.7119342227611956;-3.087888872505928;76.16408152297404;123.83591847702596
2024-03-07_15:22:21:971237;59.90867441666666;10.7203468;0.0;59.90867441666666;10.7203468;0.0;1709821341.9702346;35.731;0.3511904911266762;0.90;-0.846;0.88;-177.834;-1.814;-0.36;-2.526;59.9086739;10.720346116666667;0.0;0.02413899227077362;0.01958380281568245;-1.2919420758900069e-09;-4.044138992270773;-3.0595838028156823;5.07110572116742;-2.4939142095831355;-3.103788821991596;0.0;-200.0
2024-03-07_15:22:22:079622;59.90867478333333;10.720347133333334;0.0;59.90867478333333;10.720347133333334;0.0;1709821342.077798;40.371;0.41749404629788744;0.90;-0.634;0.824;-178.905;2.242;0.073;-2.544;59.9086739;10.720346116666667;0.0;0.05756221329281928;0.038235043070412235;-4.5750594979132586e-10;-4.097562213292818;-3.1182350430704124;5.149116999606581;-2.4910901499910456;-3.1224812982804555;130.9633665072604;69.0366334927396
2024-03-07_15:22:22:188621;59.90867513333333;10.720347566666668;0.0;59.90867513333333;10.720347566666668;0.0;1709821342.1876247;46.094;0.41808956638213646;0.90;-0.015;0.883;-179.807;0.861;0.195;-2.311;59.9086739;10.720346116666667;0.0;0.0984128148571353;0.05688628300747297;6.532440560702568e-10;-4.158412814857134;-3.176886283007473;5.233068277208799;-2.489213015901549;-3.1382241681334437;130.91414765116943;69.08585234883057
2024-03-07_15:22:22:297265;59.9086753;10.720347833333333;0.0;59.9086753;10.720347833333333;0.0;1709821342.2958028;46.164;0.22019840117184677;0.90;-0.208;0.925;179.353;-0.843;-0.043;-2.197;59.9086739;10.720346116666667;0.0;0.1374065729024287;0.08113289469533466;1.5552763868442732e-09;-4.217406572902427;-3.2411328946953346;5.318971765504754;-2.4863479577822396;3.13030037332939;128.63947647543299;71.36052352456701
2024-03-07_15:22:22:407646;59.908675583333334;10.720348366666666;0.0;59.908675583333334;10.720348366666666;0.0;1709821342.406649;43.41;0.3918885121127189;0.90;-0.21;0.908;178.434;1.007;0.025;-2.218;59.9086739;10.720346116666667;0.0;0.1559750282962684;0.09605388604042178;2.4333048909142008e-09;-4.255975028296266;-3.296053886040422;5.3830562565482785;-2.4826242325995884;3.114260797503562;125.19763259817735;74.80236740182265
2024-03-07_15:22:22:515599;59.90867588333333;10.720349033333333;0.0;59.90867588333333;10.720349033333333;0.0;1709821342.514034;52.857;0.46641364280532627;0.90;0.126;1.231;177.478;0.303;1.807;-2.333;59.9086739;10.720346116666667;0.0;0.1875414050395851;0.12589586913514747;3.695181244323109e-09;-4.307541405039583;-3.3658958691351475;5.466641378213083;-2.478298968500201;3.0975754498544963;121.76935798871226;78.23064201128774
2024-03-07_15:22:22:624973;59.9086759;10.72034925;0.0;59.9086759;10.72034925;0.0;1709821342.6234617;73.372;0.11208023990017892;0.90;-0.219;1.751;176.581;-1.291;0.68;-2.413;59.9086739;10.720346116666667;0.0;0.220964625260667;0.16319834744216888;5.141867501223807e-09;-4.360964625260664;-3.443198347442169;5.556404171998592;-2.473256402585981;3.081919846464107;119.47900626069827;80.52099373930173
2024-03-07_15:22:22:733602;59.908675833333334;10.720349716666666;0.0;59.908675833333334;10.720349716666666;0.0;1709821342.7326062;93.649;0.24873034565863014;0.90;-0.548;1.672;175.802;-0.304;-0.697;-2.268;59.9086739;10.720346116666667;0.0;0.22282147156775023;0.17532165316033976;6.966203516811653e-09;-4.3828214715677465;-3.49532165316034;5.605925214510696;-2.4683749591184467;3.068323731591071;118.14274719811007;81.85725280188993
2024-03-07_15:22:22:842571;59.90867565;10.7203501;0.0;59.90867565;10.7203501;0.0;1709821342.8410168;112.41;0.2732057178941048;0.90;-0.431;1.266;174.839;0.613;-1.01;-1.797;59.9086739;10.720346116666667;0.0;0.21539409071425575;0.20143338914771797;5.433151664679947e-09;-4.395394090714252;-3.561433389147718;5.657145658193889;-2.460623913842738;3.051516210894366;112.13991434678405;87.86008565321595
2024-03-07_15:22:22:951402;59.90867525;10.7203506;0.0;59.90867525;10.7203506;0.0;1709821342.9503834;128.713;0.48111791864331804;0.90;-0.253;1.084;174.322;0.532;-0.335;-1.231;59.9086739;10.720346116666667;0.0;0.1949687912938207;0.222882315982216;5.128669142151487e-09;-4.394968791293817;-3.6228823159822166;5.695702498542502;-2.4521944233568456;3.0424928586615554;113.36389120718411;86.63610879281589
2024-03-07_15:22:23:061412;59.90867465;10.72035115;0.0;59.90867465;10.72035115;0.0;1709821343.0603805;139.067;0.6690199575861391;0.90;-0.079;1.215;173.835;0.747;0.733;-1.557;59.9086739;10.720346116666667;0.0;0.1504044986620869;0.2508591788179523;6.647506184398466e-09;-4.370404498662082;-3.6908591788179526;5.72039132925279;-2.4402932790315437;3.0339931052043427;109.35113799610878;90.64886200389122
