;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N
2024-03-07_15:46:56:233465;59.90838588333333;10.719594583333333;0.0;59.90838588333333;10.719594583333333;0.0;1709822816.2330267;9.09;3513994.0179490377;0;0.0;0.0;0.0;0.0;0.0;0.0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;;;;;;;
2024-03-07_15:47:02:267090;59.908386066666665;10.719594883333333;0.0;59.908386066666665;10.719594883333333;0.0;1709822822.2661347;8.377;0.0043821640327738245;0.88;-0.308;0.573;11.778;-0.779;0.116;0.805;59.90838588333333;10.719594583333333;0.0;-28.60841114753668;7.594851034801045;6.861791683654417e-05;28.60841114753668;-7.594851034801045;29.59937415938586;-0.2594905905212361;0.20556487929989214;158.14500771609846;-41.85499228390154
2024-03-07_15:47:02:375486;59.9083863;10.7195952;0.0;59.9083863;10.7195952;0.0;1709822822.3745263;36.298;0.29024540582594727;0.88;0.182;1.147;12.151;2.241;1.926;1.216;59.90838588333333;10.719594583333333;0.0;0.02042530036585994;0.016786261951966766;1.9338690024350846e-10;0.0;0.0;0.0;0.0;0.21207495740983098;0.0;64.35772679447011
2024-03-07_15:47:02:484831;59.90838646666667;10.719595833333333;0.0;59.90838646666667;10.719595833333333;0.0;1709822822.4838183;37.822;0.36606232067604394;0.88;0.258;1.251;12.592;-1.93;-1.335;1.367;59.90838588333333;10.719594583333333;0.0;0.04642113679993406;0.034505093826562944;-8.305965637500634e-11;0.0;0.0;0.0;0.0;0.21977185941112598;0.0;0.0
2024-03-07_15:47:02:593061;59.9083866;10.7195964;0.0;59.9083866;10.7195964;0.0;1709822822.5920484;29.991;0.32351993432200404;0.88;-0.966;0.458;13.153;-2.148;-1.646;1.421;59.90838588333333;10.719594583333333;0.0;0.06498959370822789;0.06994275751503282;2.906984618300523e-10;0.0;0.0;0.0;0.0;0.22956315651481418;0.0;0.0
2024-03-07_15:47:02:702578;59.908386766666666;10.719596916666667;0.0;59.908386766666666;10.719596916666667;0.0;1709822822.7015817;25.816;0.3136874971209373;0.88;-0.475;0.452;13.551;3.68;1.132;0.865;59.90838588333333;10.719594583333333;0.0;0.07984435798018982;0.10165014068189934;9.390354535621093e-10;0.0;0.0;0.0;0.0;0.2365095669377516;0.0;0.0
2024-03-07_15:47:02:811622;59.908387;10.7195975;0.0;59.908387;10.7195975;0.0;1709822822.810582;19.099;0.38281661608013023;0.88;0.522;0.906;13.838;1.677;1.169;1.022;59.90838588333333;10.719594583333333;0.0;0.09841281292220369;0.1305598130534893;2.3261528883655735e-09;0.0;0.0;0.0;0.0;0.24151866189097532;0.0;0.0
2024-03-07_15:47:02:920444;59.908387166666664;10.719597766666666;0.0;59.908387166666664;10.719597766666666;0.0;1709822822.9194329;18.949;0.21883807625038398;0.88;-0.266;1.171;14.276;-3.371;0.421;1.424;59.90838588333333;10.719594583333333;0.0;0.12440865054736962;0.16319976505885594;2.739925224204409e-09;0.0;0.0;0.0;0.0;0.24916320401471048;0.0;0.0
2024-03-07_15:47:03:030040;59.90838753333333;10.719598416666667;0.0;59.90838753333333;10.719598416666667;0.0;1709822823.0290384;25.571;0.49901857095757784;0.88;-0.614;1.171;14.853;2.279;-0.232;1.533;59.90838588333333;10.719594583333333;0.0;0.1429771055854553;0.17812088553675928;4.182714744005445e-09;0.0;0.0;0.0;0.0;0.25923375379871777;0.0;0.0
2024-03-07_15:47:03:137414;59.90838816666667;10.719599333333333;0.0;59.90838816666667;10.719599333333333;0.0;1709822823.1364212;20.43;0.8123523325312173;0.88;0.049;1.173;15.524;-0.463;0.166;1.754;59.90838588333333;10.719594583333333;0.0;0.18382770894114103;0.21449111635300586;7.166429047411604e-09;0.0;0.0;0.0;0.0;0.2709449130795997;0.0;0.0
