;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N
2024-03-05_14:16:01:608572;0;0;0.0;0;0;0.0;1709644561.6085725;0;0.0;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;;;;;;;
2024-03-05_14:16:07:630945;0;0;0.0;0;0;0.0;1709644567.629955;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;-5403667.344084047;-1186335.5269152317;3220066.8878556937;5403679.344084047;1186335.5269152317;5532372.225013591;0.21611357569690698;0.0;180.54977818727838;19.450221812721633
2024-03-05_14:16:07:739679;0;0;0.0;0;0;0.0;1709644567.7376456;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;11.999302990637013;0.12933576028948712;12.000000000000002;0.010778188705444332;0.0;-96.11107839221586;-103.88892160778414
2024-03-05_14:16:07:847431;0;0;0.0;0;0;0.0;1709644567.8464332;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;11.997185500186816;0.2598847323472998;12.000000000000002;0.02165875434875488;0.0;192.5181438139074;7.481856186092624
2024-03-05_14:16:07:956759;0;0;0.0;0;0;0.0;1709644567.9557548;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;11.993628471707263;0.3909937117817916;12.0;0.03258857727050781;0.0;191.50448762277662;8.495512377223369
2024-03-05_14:16:08:066580;0;0;0.0;0;0;0.0;1709644568.0655766;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;11.988615772671512;0.5225819124805471;12.0;0.04356226921081543;0.0;190.47687380450995;9.523126195490057
2024-03-05_14:16:08:177313;0;0;0.0;0;0;0.0;1709644568.17527;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;11.98216078399587;0.6540817582469838;12.0;0.05453383922576904;0.0;189.43023193968486;10.569768060315134
2024-03-05_14:16:08:285969;0;0;0.0;0;0;0.0;1709644568.284973;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;11.974265925024193;0.7854651849728932;12.0;0.06550226211547851;0.0;188.38044592563318;11.619554074366812
2024-03-05_14:16:08:395660;0;0;0.0;0;0;0.0;1709644568.3946636;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;11.964920992366853;0.9168782069713601;12.0;0.0764810562133789;0.0;187.3110413284387;12.6889586715613
2024-03-05_14:16:08:504353;0;0;0.0;0;0;0.0;1709644568.5023713;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;11.95430292584371;1.0462511921926432;12.0;0.08729844093322753;0.0;186.28303052153083;13.716969478469156
2024-03-05_14:16:08:611139;0;0;0.0;0;0;0.0;1709644568.6101503;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;11.942399060731203;1.1743528746703327;12.0;0.09801962375640869;0.0;185.1765102605571;14.823489739442895
2024-03-05_14:16:08:719000;0;0;0.0;0;0;0.0;1709644568.7179885;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;11.929033829921142;1.303131568413913;11.999999999999998;0.10880887508392333;0.0;184.11842898577498;15.881571014225027
2024-03-05_14:16:08:828717;0;0;0.0;0;0;0.0;1709644568.8267255;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;11.91416189624311;1.4327408384312772;12.0;0.11968057155609131;0.0;183.02663840365608;16.973361596343928
