;current_time;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N;target_north_from_observer;target_east_from_observer
2024-04-23_12:45:05:826606;1713869105.8266063;59.87666178333333;10.743403066666666;0.0;59.87666178333333;10.743403066666666;0.0;1713869105.82608;102.84;2115007.839480379;0;0.0;0.0;0.0;0.0;0.0;0.0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1713869103.2212725;2.6053338050842285;0.0;0.0;-0.0;-0.0;;;;;;;;;;;
2024-04-23_12:45:08:853747;1713869108.8527253;59.87666158333333;10.7434043;0.0;59.87666158333333;10.7434043;0.0;1713869108.8527253;107.66;0.023980636283375066;0.90;-1.238;0.742;158.483;-5.7;3.822;-1.925;59.87666178333333;10.743403066666666;0.0;-3562.7623214567375;1341.057387191609;1.134879005198627;1713869105.8266063;3.0261189937591553;0.0;0.0;-0.0;-0.0;362.5826897176003;1059.6797221781853;3562.7623214567375;-1351.057387191609;3810.3321932184363;-0.3624619799922571;2.7660501584381736;-152.41533037447314;-47.58466962552686;0.0;-10.15
2024-04-23_12:45:08:963036;1713869108.9620407;59.876661483333336;10.7434056;0.0;59.876661483333336;10.7434056;0.0;1713869108.9620407;105.07;0.6738052263005063;0.90;-0.477;1.372;158.66;6.704;-1.441;0.898;59.87666178333333;10.743403066666666;0.0;-0.022282038567356985;0.06907600529685363;8.137177702483012e-10;1713869108.8527253;0.10931539535522461;0.0;0.0;-0.0;-0.0;1185.7077125461742;0.954929658551372;0.022282038567356985;-10.219076005296854;10.219100297544625;-1.568615894508839;2.7691393912142033;-50.51143329685993;116.07191489913068;0.0;-10.3
2024-04-23_12:45:09:072058;1713869109.0710714;59.876661283333334;10.743406483333333;0.0;59.876661283333334;10.743406483333333;0.0;1713869109.0710714;116.31;0.4976540488096195;0.90;0.417;0.199;158.076;-3.476;-1.137;-2.411;59.87666178333333;10.743403066666666;0.0;-0.03342305371093715;0.14188584921751576;2.5460219158640607e-09;1713869108.9620407;0.10903072357177734;0.0;0.0;-0.0;-0.0;725.2746787879922;0.954929658551372;0.03342305371093715;-10.441885849217517;10.441939340400728;-1.5675954739941043;2.7589466683825563;-51.24741516243836;30.250031935682866;0.0;-10.450000000000001
2024-04-23_12:45:09:179860;1713869109.1778653;59.87666118333333;10.74340785;0.0;59.87666118333333;10.74340785;0.0;1713869109.1778653;104.4;0.7242945614963425;0.90;-1.557;0.807;157.917;-4.658;2.288;1.3;59.87666178333333;10.743403066666666;0.0;-0.05570509037802568;0.19135920543611656;4.462321158416049e-09;1713869109.0710714;0.10679388046264648;0.0;0.0;-0.0;-0.0;728.5437522276058;0.954929658551372;0.05570509037802568;-10.641359205436117;10.641505006164026;-1.5655616025002728;2.7561715948718852;-52.118209004470096;30.36227220659539;0.0;-10.600000000000001
2024-04-23_12:45:09:288219;1713869109.2872212;59.87666108333333;10.743408383333334;0.0;59.87666108333333;10.743408383333334;0.0;1713869109.2872212;104.83;0.2915318552486029;0.90;0.183;0.334;157.686;7.46;-1.168;-1.517;59.87666178333333;10.743403066666666;0.0;-0.06684610404097491;0.267902888413199;5.976983602495878e-09;1713869109.1778653;0.10935592651367188;0.0;0.0;-0.0;-0.0;732.9751834755405;0.954929658551372;0.06684610404097491;-10.8679028884132;10.868108464383553;-1.5646456221217147;2.7521398842997784;-53.11949983573305;30.588450421803728;0.0;-10.750000000000002
2024-04-23_12:45:09:396226;1713869109.3952646;59.876660816666664;10.743409316666666;0.0;59.876660816666664;10.743409316666666;0.0;1713869109.3946784;119.49;0.5595388585026077;0.90;0.279;1.117;157.618;-4.987;3.401;1.024;59.87666178333333;10.743403066666666;0.0;-0.0779871200866601;0.2977735947696247;8.262604093978165e-09;1713869109.2872212;0.10804343223571777;0.0;0.0;-0.0;-0.0;736.358394848469;0.954929658551372;0.0779871200866601;-11.047773594769627;11.048048850009147;-1.563737363821552;2.7509530604084222;-53.99168339804706;30.72110845499328;0.0;-10.900000000000002
2024-04-23_12:45:09:507584;1713869109.5066156;59.876660683333334;10.743410616666667;0.0;59.876660683333334;10.743410616666667;0.0;1713869109.5060234;106.05;0.6673823804009396;0.90;-1.129;0.897;157.308;1.185;-2.659;-2.272;59.87666178333333;10.743403066666666;0.0;-0.10769650016424766;0.3500473318458118;1.134453848916639e-08;1713869109.3952646;0.11135101318359375;0.0;0.0;-0.0;-0.0;740.9684691933744;0.954929658551372;0.10769650016424766;-11.250047331845813;11.25056280836291;-1.5612236372471846;2.7455425397272397;-54.70779863543002;31.091988284986112;0.0;-11.050000000000002
2024-04-23_12:45:09:617783;1713869109.6157725;59.87666035;10.743411883333334;0.0;59.87666035;10.743411883333334;0.0;1713869109.6157725;118.93;0.7296205785250027;0.90;-0.419;0.807;157.541;0.959;3.298;1.82;59.87666178333333;10.743403066666666;0.0;-0.12255118379671608;0.42285717871663114;1.4449130995852766e-08;1713869109.5066156;0.10915684700012207;0.0;0.0;-0.0;-0.0;744.1188239395874;0.954929658551372;0.12255118379671608;-11.472857178716634;11.473511695896761;-1.5601148966062128;2.749609156884387;-56.039588990187674;31.015023313451433;0.0;-11.200000000000003
2024-04-23_12:45:09:725236;1713869109.7242432;59.876659933333336;10.74341315;0.0;59.876659933333336;10.74341315;0.0;1713869109.7237587;121.72;0.7851085136710068;0.90;-0.296;1.505;157.232;0.565;-2.106;-1.83;59.87666178333333;10.743403066666666;0.0;-0.1596879041484597;0.4938001097767282;2.0516482152066473e-08;1713869109.6157725;0.10847067832946777;0.0;0.0;-0.0;-0.0;749.5422484066593;0.954929658551372;0.1596879041484597;-11.693800109776731;11.694890390001337;-1.557141400462178;2.7442160894957244;-56.81423929456858;31.48662479502091;0.0;-11.350000000000003
