;current_time;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N;target_north_from_observer;target_east_from_observer
2024-04-23_12:24:54:271267;1713867894.2238154;59.88126063333333;10.74344565;0.0;59.88126063333333;10.74344565;0.0;1713867894.2228174;-47.695;0.0;0.91;-0.238;0.605;-50.174;-1.031;-2.076;2.314;59.88157283333334;10.744337833333333;0.0;-34.78194973429571;-49.962120907988044;0.0002899562299649716;1713867894.0835085;0.14030694961547852;0.0;0.0;0.0;0.0;502.3693252952783;533.8969894494617;1.966995971081559;-2.9109814071356652;3.513244355711772;-0.9765551133163561;-0.8757014988956349;65.29975863154525;-1.56804047465475;-32.81495376321415;-52.87310231512371
2024-04-23_12:24:54:396512;1713867894.372572;59.88126375;10.743438916666667;0.0;59.88126375;10.743438916666667;0.0;1713867894.372572;-50.05;3.4228530113866777;0.91;-0.567;0.214;-49.961;-1.608;-1.728;0.498;59.88157283333334;10.744337833333333;0.0;-34.78194973429571;-49.962120907988044;0.0002899562299649716;1713867894.2238154;0.1487565040588379;0.0;0.0;0.0;0.0;508.6304522576202;540.8271039619787;2.038762271297685;-3.01359833566066;3.6384511165554496;-0.976002550596167;-0.871983947588887;66.97386051301666;-1.6216968769834934;-32.74318746299802;-52.975719243648705
2024-04-23_12:24:54:438085;1713867894.4334645;59.88126375;10.743438916666667;0.0;59.88126375;10.743438916666667;0.0;1713867894.4334645;-50.139;0.0;0.91;-0.776;0.047;-49.871;-1.693;-1.339;1.069;59.88157283333334;10.744337833333333;0.0;-34.4347159698772;-50.33918176233475;0.0002910311236146157;1713867894.372572;0.060892581939697266;0.0;0.0;0.0;0.0;473.3052325797071;529.2194546226445;1.7664045924210683;-2.7428768925073257;3.2624467553627423;-0.9986526972303285;-0.8704131512620922;61.24998744790098;-2.6903665501338843;-32.668311377456135;-53.08205865484208
2024-04-23_12:24:54:556291;1713867894.5513048;59.88126523333333;10.74343545;0.0;59.88126523333333;10.74343545;0.0;1713867894.5513048;-48.287;2.1634950736878373;0.91;-0.929;-0.003;-49.758;-1.838;-0.395;1.598;59.88157283333334;10.744337833333333;0.0;-34.4347159698772;-50.33918176233475;0.0002910311236146157;1713867894.4334645;0.11784029006958008;0.0;0.0;0.0;0.0;489.66708078672065;529.6019360063159;1.8488731481839409;-2.8591554108313844;3.404864399849424;-0.9967796466630785;-0.8684409292073385;63.21364095767791;-1.9535972227182212;-32.58584282169326;-53.19833717316614
2024-04-23_12:24:54:660574;1713867894.6575842;59.88126523333333;10.74343545;0.0;59.88126523333333;10.74343545;0.0;1713867894.6575842;-46.803;0.0;0.91;-1.093;0.147;-49.508;-0.897;1.874;2.41;59.88157283333334;10.744337833333333;0.0;-34.269454767156745;-50.533312259913515;0.0002916719269325796;1713867894.5513048;0.10627937316894531;0.0;0.0;0.0;0.0;476.6681162642121;525.8663935309377;1.7570450939769842;-2.767829713031233;3.2784277912754383;-1.0051739392720458;-0.8640776060773527;61.20829669127059;-2.3672456041494425;-32.51240967317976;-53.30114197294475
2024-04-23_12:24:54:785854;1713867894.773924;59.88126523333333;10.74343545;0.0;59.88126523333333;10.74343545;0.0;1713867894.7729483;-46.072;0.0;0.91;-1.049;0.368;-49.309;1.06;2.934;2.656;59.88157283333334;10.744337833333333;0.0;-34.269454767156745;-50.533312259913515;0.0002916719269325796;1713867894.6575842;0.11633992195129395;0.0;0.0;0.0;0.0;486.6875563346662;531.3311828794717;1.837838041382362;-2.880150460335088;3.4165648450630313;-1.0028287363752688;-0.860604400865884;63.08308817542774;-2.1812695202062042;-32.43161672577438;-53.4134627202486
2024-04-23_12:24:55:113590;1713867895.0173225;59.88126523333333;10.74343545;0.0;59.88126523333333;10.74343545;0.0;1713867894.7729483;-46.072;0.0;0.91;-1.049;0.368;-49.309;1.06;2.934;2.656;59.88157283333334;10.744337833333333;0.0;-34.269454767156745;-50.533312259913515;0.0002916719269325796;1713867894.773924;0.24339842796325684;0.0;0.0;0.0;0.0;494.9161225527913;537.5910304031279;1.9126300883911824;-2.983403001951345;3.5438464028611003;-1.000710188073059;-0.860604400865884;64.87754421390713;-2.1147535028413977;-32.35682467876556;-53.51671526186486
2024-04-23_12:24:55:197891;1713867895.1609874;59.88126833333333;10.743428983333333;0.0;59.88126833333333;10.743428983333333;0.0;1713867895.1609874;-46.242;1.2896155135807639;0.91;0.277;1.244;-48.44;0.952;0.845;4.246;59.88157283333334;10.744337833333333;0.0;-34.269454767156745;-50.533312259913515;0.0002916719269325796;1713867895.0173225;0.14366483688354492;0.0;0.0;0.0;0.0;508.0551250463925;555.4401559921587;2.0937986502270505;-3.230676324604133;3.849839256650891;-0.995758525909732;-0.8454374896660531;68.84928834098899;-2.418637753879941;-32.175656116929694;-53.76398858451765
2024-04-23_12:24:55:248353;1713867895.2433674;59.88126991666667;10.743425866666668;0.0;59.88126991666667;10.743425866666668;0.0;1713867895.242369;-44.49;3.049218660802652;0.91;-0.109;1.287;-47.679;-5.203;-0.159;5.228;59.88157283333334;10.744337833333333;0.0;-33.92407798928086;-50.89543974794882;0.00029269933601128173;1713867895.1609874;0.08238005638122559;0.0;0.0;0.0;0.0;470.1199107877701;546.1168769736631;1.8254662998237094;-2.9725121459495085;3.4882883581506583;-1.0200622566060447;-0.8321555340583764;63.092659240893546;-3.7066814087164253;-32.09861168945715;-53.86795189389833
2024-04-23_12:24:55:355669;1713867895.3457015;59.88126991666667;10.743425866666668;0.0;59.88126991666667;10.743425866666668;0.0;1713867895.3457015;-42.0;0.0;0.91;-0.885;1.289;-47.056;-6.221;0.004;5.214;59.88157283333334;10.744337833333333;0.0;-33.74767599997274;-51.06997010285008;0.00029315639529947646;1713867895.2433674;0.10233402252197266;0.0;0.0;0.0;0.0;461.07780723117776;538.0110837282161;1.7239216452200168;-2.8983247264959573;3.372268088256916;-1.034209613740912;-0.8212821328184516;61.00182354725008;-3.6890322414017045;-32.023754354752725;-53.968294829346036
2024-04-23_12:24:55:469927;1713867895.4619496;59.881271483333336;10.743422733333333;0.0;59.881271483333336;10.743422733333333;0.0;1713867895.4609525;-41.401;2.147437833040794;0.91;-1.217;1.301;-46.686;-1.467;-0.202;3.892;59.88157283333334;10.744337833333333;0.0;-33.74767599997274;-51.06997010285008;0.00029315639529947646;1713867895.3457015;0.11624813079833984;0.0;0.0;0.0;0.0;473.1500104328356;541.1343950615775;1.8062376288844924;-3.007914247440567;3.5085670140321144;-1.0300128956234127;-0.8148244145860727;62.781724942735416;-3.3095047678741927;-31.94143837108825;-54.077884350290645
2024-04-23_12:24:55:590129;1713867895.5652719;59.881273066666665;10.743419733333333;0.0;59.881273066666665;10.743419733333333;0.0;1713867895.5641973;-42.261;2.3594347408410794;0.91;-1.118;1.297;-46.324;2.812;0.069;2.438;59.88157283333334;10.744337833333333;0.0;-33.573130827370065;-51.2454337975589;0.0002936397304011962;1713867895.4619496;0.10332226753234863;0.0;0.0;0.0;0.0;457.5721421124829;539.7116337544535;1.7078697795438949;-2.9331753095401325;3.3941621323052855;-1.0435233045800714;-0.8085063226938531;60.833202944127244;-3.9315595351052237;-31.86526104782617;-54.178609107099035
2024-04-23_12:24:55:679437;1713867895.6744285;59.881273066666665;10.743419733333333;0.0;59.881273066666665;10.743419733333333;0.0;1713867895.6744285;-42.649;0.0;0.91;-0.458;1.323;-46.177;6.125;0.005;1.048;59.88157283333334;10.744337833333333;0.0;-33.396728913076174;-51.41343080770198;0.00029406188671465827;1713867895.5652719;0.10915660858154297;0.0;0.0;0.0;0.0;446.95044722956345;535.2385509893151;1.610871981379475;-2.8694705658511523;3.290709629955151;-1.0592557972447894;-0.8059406886934215;59.08158703514521;-4.161897176211976;-31.7858569316967;-54.28290137355313
2024-04-23_12:24:55:915896;1713867895.8325517;59.88127466666667;10.743416783333334;0.0;59.88127466666667;10.743416783333334;0.0;1713867895.8325517;-42.543;1.5369998276464136;0.91;-0.017;1.22;-45.81;-0.384;-0.808;3.415;59.88157283333334;10.744337833333333;0.0;-33.396728913076174;-51.41343080770198;0.00029406188671465827;1713867895.6744285;0.15812325477600098;0.0;0.0;0.0;0.0;459.0089999664895;539.6124584339166;1.6994342730117395;-2.9849607888959966;3.4348315474755893;-1.0532319862093096;-0.7995353303386024;60.98021942926596;-3.8632130769169137;-31.697294640064435;-54.398391596597975
2024-04-23_12:24:56:011241;1713867895.9444613;59.88127466666667;10.743416783333334;0.0;59.88127466666667;10.743416783333334;0.0;1713867895.9434357;-40.479;0.0;0.91;-0.556;1.07;-45.312;-5.763;-1.732;4.445;59.88157283333334;10.744337833333333;0.0;-33.21847019177429;-51.57862778524084;0.00029446290849577395;1713867895.8325517;0.11190962791442871;0.0;0.0;0.0;0.0;442.8161728578352;540.9713600242708;1.6130165076431737;-2.938617113406373;3.3522071524794206;-1.0687955341909718;-0.7908435906636706;59.38427821285956;-4.634561634025414;-31.605453684131113;-54.51724489864721
