;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N;target_north_from_observer;target_east_from_observer
2024-03-22_12:42:34:773772;59.90745645;10.717797433333333;0.0;59.90745645;10.717797433333333;0.0;1711107754.771905;68.87;1.0735552556571952;0.74;-4.166;2.657;98.255;-6.393;-10.733;-0.732;59.90744566666667;10.71776035;0.0;1.1568150990445665;1.9771039226711187;4.1146523666046875e-07;156.24873695326545;156.24873695326545;3.599825686192057;1.1333855698565123;3.7740307127694503;0.3050194185980406;1.7148732565470284;5.93280429826513;0.0;4.756640785236623;3.110489492527631
2024-03-22_12:42:34:873724;59.90745645;10.717797433333333;0.0;59.90745645;10.717797433333333;0.0;1711107754.8719301;67.45;0.0;0.74;-4.162;1.806;98.278;2.034;-10.48;-0.348;59.90744566666667;10.71776035;0.0;1.2013794370512176;2.0750264975098665;4.4970594481608117e-07;152.1575729102132;152.1575729102132;3.5362244927570377;1.1540586840884366;3.7197762176634637;0.31545546399311053;1.7152746822749874;5.626186655392878;0.0;4.737603929808255;3.229085181598303
2024-03-22_12:42:34:973978;59.907456833333335;10.7177991;0.0;59.907456833333335;10.7177991;0.0;1711107754.9720943;67.45;1.0240785680498694;0.74;-2.758;0.744;98.206;16.21;-7.863;-1.636;59.90744566666667;10.71776035;0.0;1.2013794370512176;2.0750264975098665;4.4970594481608117e-07;155.663965953455;155.663965953455;3.5164746810335696;1.2725441108458129;3.7396474026836417;0.3472194550033605;1.7140180452135514;5.888479590504544;0.0;4.717854118084787;3.3475706083556793
2024-03-22_12:42:35:074122;59.907456833333335;10.7177991;0.0;59.907456833333335;10.7177991;0.0;1711107755.0721805;69.87;0.0;0.74;-0.972;0.278;97.947;24.004;-5.153;-3.766;59.90744566666667;10.71776035;0.0;1.2440869306690656;2.168286090553405;4.904851748088745e-07;152.041085937372;152.041085937372;3.453307399818212;1.297641864451963;3.6890657904159947;0.35944367556869117;1.709497642450886;5.617575495638097;0.0;4.697394330487278;3.465927955005368
2024-03-22_12:42:35:366541;59.90745736666667;10.717802016666667;0.0;59.90745736666667;10.717802016666667;0.0;1711107755.3643599;72.31;0.5944479273713187;0.74;5.628;-0.888;96.47;4.982;-4.216;-0.986;59.90744566666667;10.71776035;0.0;1.2440869306690656;2.168286090553405;4.904851748088745e-07;165.04038790163438;165.04038790163438;3.3894831737957256;1.6426094673261904;3.7665318328130426;0.4512676322915863;1.6837191293989298;6.619229870963629;0.0;4.633570104464791;3.8108955578795953
2024-03-22_12:42:35:466761;59.90745736666667;10.717802016666667;0.0;59.90745736666667;10.717802016666667;0.0;1711107755.464644;71.31;0.0;0.74;4.999;-1.216;96.565;-19.303;-2.973;3.253;59.90744566666667;10.71776035;0.0;1.3035060769788938;2.331490382561206;5.586185040096225e-07;156.4001842907675;156.4001842907675;3.306787523027908;1.5974261247639698;3.672412551243594;0.45001609953107774;1.6853771921883243;5.944310859929814;0.0;4.610293600006802;3.9289165073251757
2024-03-22_12:42:35:814634;59.9074576;10.717803683333333;0.0;59.9074576;10.717803683333333;0.0;1711107755.7157269;64.12;0.38559260591131234;0.74;-2.359;-1.191;97.246;-35.596;3.683;1.641;59.90744566666667;10.71776035;0.0;1.3035060769788938;2.331490382561206;5.586185040096225e-07;164.76907673691096;164.76907673691096;3.261798657774194;1.8156593176845415;3.733088432083042;0.5079295435839757;1.6972628843944055;6.597484953060541;0.0;4.565304734753088;4.147149700245747
2024-03-22_12:42:35:842978;59.907458033333334;10.717805616666666;0.0;59.907458033333334;10.717805616666666;0.0;1711107755.8408923;64.12;0.9464787245562698;0.74;-5.865;-0.348;97.247;-25.074;8.485;0.408;59.90744566666667;10.71776035;0.0;1.3295019688332916;2.424749980651066;5.98327818068789e-07;166.83712557904877;166.83712557904877;3.1875268189346784;1.9439554680415179;3.7335358687384197;0.5476403435458186;1.6972803376869257;6.76413691407898;0.0;4.51702878776797;4.368705448692584
2024-03-22_12:42:35:942123;59.907458033333334;10.717805616666666;0.0;59.907458033333334;10.717805616666666;0.0;1711107755.939946;65.21;0.0;0.74;-7.118;0.931;97.179;-3.112;11.362;1.069;59.90744566666667;10.71776035;0.0;1.3777800190194998;2.5329311007585913;6.504350757996491e-07;162.04653058286218;162.04653058286218;3.112636323190643;1.953010362001236;3.67460941523449;0.5603561077985229;1.6960935137955695;6.381260388445822;0.0;4.490416342210143;4.485941462759827
2024-03-22_12:42:36:077660;59.90745853333333;10.717807683333334;0.0;59.90745853333333;10.717807683333334;0.0;1711107756.0704355;71.31;0.9836917374071764;0.74;-4.357;2.866;97.199;27.363;11.94;1.187;59.90744566666667;10.71776035;0.0;1.3777800190194998;2.5329311007585913;6.504350757996491e-07;167.8772103925237;167.8772103925237;3.08381284139146;2.0764509983519943;3.717734577573803;0.5926075951805074;1.6964425796459683;6.8487368552388554;0.0;4.46159286041096;4.609382099110586
2024-03-22_12:42:36:156891;59.9074587;10.717809566666666;0.0;59.9074587;10.717809566666666;0.0;1711107756.1553125;71.31;1.260755172406179;0.74;-0.162;3.994;97.125;37.238;7.838;-0.718;59.90744566666667;10.71776035;0.0;1.4334854560632253;2.6485729816388375;7.096194318823024e-07;162.13314040432317;162.13314040432317;2.9994210759133875;2.0802898541241843;3.6502236462722997;0.6063932876797736;1.6951510359994926;6.388083459791178;0.0;4.432906531976613;4.728862835763022
2024-03-22_12:42:36:281580;59.9074587;10.717809566666666;0.0;59.9074587;10.717809566666666;0.0;1711107756.274327;81.54;0.0;0.74;1.309;4.23;97.068;37.07;6.03;-1.352;59.90744566666667;10.71776035;0.0;1.4520539847947225;2.753956329418096;7.581588110650017e-07;160.27113498367424;160.27113498367424;2.9487777138233406;2.1048222621516537;3.6229224061233234;0.6199243599390815;1.6941561983258557;6.2421991028690265;0.0;4.400831698618063;4.85877859156975
2024-03-22_12:42:36:390144;59.90745868333333;10.7178113;0.0;59.90745868333333;10.7178113;0.0;1711107756.3619816;81.54;1.1067350470242407;0.74;4.99;4.433;96.843;26.895;-0.645;-1.757;59.90744566666667;10.71776035;0.0;1.4520539847947225;2.753956329418096;7.581588110650017e-07;166.58551284919446;166.58551284919446;2.918343587313431;2.2247681958460346;3.66964886860602;0.6513516419742286;1.6902292075088685;6.743749850118254;0.0;4.370397572108153;4.978724525264131
2024-03-22_12:42:36:465931;59.90745868333333;10.7178113;0.0;59.90745868333333;10.7178113;0.0;1711107756.462226;83.73;0.0;0.74;6.297;4.066;96.724;13.481;-5.825;-0.595;59.90744566666667;10.71776035;0.0;1.4501972126213323;2.8509463268594857;8.003937989053966e-07;166.22231809402513;166.22231809402513;2.8899428213256906;2.2440495973115597;3.658897116034566;0.6602484639379067;1.6881522656989953;6.7143760525896505;0.0;4.340140033947023;5.094995924171045
2024-03-22_12:42:36:571004;59.90745878333333;10.71781285;0.0;59.90745878333333;10.71781285;0.0;1711107756.5678887;83.73;0.8275933450189423;0.74;5.912;2.748;96.692;-10.68;-12.952;1.611;59.90744566666667;10.71776035;0.0;1.4501972126213323;2.8509463268594857;8.003937989053966e-07;172.84503014964596;172.84503014964596;2.857314027163505;2.3663335894936877;3.709956617885364;0.691681619237036;1.687593760338357;7.260069620584871;0.0;4.307511239784837;5.217279916353173
2024-03-22_12:42:36:675357;59.90745878333333;10.71781285;0.0;59.90745878333333;10.71781285;0.0;1711107756.6687875;71.57;0.0;0.74;4.178;1.52;96.739;-28.924;-16.221;2.197;59.90744566666667;10.71776035;0.0;1.4613383512926186;2.9376777568360137;8.421529071878098e-07;172.27111178613626;172.27111178613626;2.814445525296221;2.3956285294218502;3.695962616942955;0.7051846474209796;1.6884140650867945;7.2119366810043335;0.0;4.275783876588839;5.333306286257864
2024-03-22_12:42:36:905615;59.90745915;10.717814316666667;0.0;59.90745915;10.717814316666667;0.0;1711107756.8289356;71.57;0.5724335319442175;0.74;0.344;-0.435;96.842;-33.929;-16.193;0.968;59.90744566666667;10.71776035;0.0;1.4613383512926186;2.9376777568360137;8.421529071878098e-07;179.7584965186123;179.7584965186123;2.777635835120704;2.52692399027436;3.7550773207979065;0.7381698504027387;1.6902117542163486;7.852462047959401;0.0;4.238974186413323;5.464601747110374
2024-03-22_12:42:37:066287;59.90745915;10.717814316666667;0.0;59.90745915;10.717814316666667;0.0;1711107756.9510574;61.06;0.0;0.74;-4.666;-2.671;96.573;-27.488;-11.575;-3.31;59.90744566666667;10.71776035;0.0;1.5021890127414617;3.019746181463601;8.903992991804444e-07;180.2959635588457;180.2959635588457;2.692257992345879;2.5992576598674972;3.7422444441444656;0.7678246051524282;1.6855168185284837;7.899489020780024;0.0;4.194447005087341;5.619003841331098
2024-03-22_12:42:37:100313;59.907459716666665;10.717815966666667;0.0;59.907459716666665;10.717815966666667;0.0;1711107757.0984547;62.1;0.7588581584565756;0.74;-6.827;-3.381;96.234;-5.178;0.601;-1.18;59.90744566666667;10.71776035;0.0;1.5021890127414617;3.019746181463601;8.903992991804444e-07;193.1004474749643;193.1004474749643;2.629739869976727;2.8085723776590577;3.84754604706619;0.8182701430478448;1.679600152364223;9.061363494198517;0.0;4.131928882718189;5.828318559122659
2024-03-22_12:42:37:200358;59.90746015;10.717817716666667;0.0;59.90746015;10.717817716666667;0.0;1711107757.1978738;62.1;1.0981953997055773;0.74;-6.496;-2.885;96.248;6.454;7.647;1.574;59.90744566666667;10.71776035;0.0;1.565321826650245;3.1120731426415977;9.497936582780753e-07;189.66468092482845;189.66468092482845;2.5312552676465385;2.8310525738126096;3.797645573994412;0.841248281920479;1.6798444984595025;8.741780983786818;0.0;4.096577094296784;5.943125716454207
2024-03-22_12:42:37:473273;59.90746015;10.717817716666667;0.0;59.90746015;10.717817716666667;0.0;1711107757.312043;70.8;0.0;0.74;-4.819;-1.148;96.536;16.734;16.493;4.707;59.90744566666667;10.71776035;0.0;1.613599886580419;3.2099956900333835;1.0107768158018615e-06;187.07840951940375;187.07840951940375;2.444448973832999;2.8555441568470963;3.7589178253024893;0.8628083983462806;1.684871046705246;8.505000236891004;0.0;4.058048860413418;6.06553984688048
2024-03-22_12:42:37:616956;59.90746033333333;10.7178196;0.0;59.90746033333333;10.7178196;0.0;1711107757.5308514;76.47;0.4905915842415735;0.74;-0.359;2.347;97.489;19.066;9.112;4.141;59.90744566666667;10.71776035;0.0;1.613599886580419;3.2099956900333835;1.0107768158018615e-06;202.6760933784821;202.6760933784821;2.364441974048647;3.1014167617250115;3.899919457957038;0.919422276080365;1.701504034476752;9.982332719759874;0.0;3.978041860629066;6.311412451758395
2024-03-22_12:42:37:697584;59.9074605;10.71782165;0.0;59.9074605;10.71782165;0.0;1711107757.6800182;79.15;0.779027609553731;0.74;2.004;2.833;97.848;19.692;2.02;2.42;59.90744566666667;10.71776035;0.0;1.6340252761373888;3.3153790281204034;1.0684556315254667e-06;202.73330415886073;202.73330415886073;2.2960350478315528;3.1385202684984113;3.8887126940217867;0.9391976698735791;1.7077697664914115;9.987969079126472;0.0;3.9300603239689416;6.453899296618815
2024-03-22_12:42:37:753889;59.90746071666667;10.717823766666667;0.0;59.90746071666667;10.717823766666667;0.0;1711107757.7481332;79.15;1.7746278124782744;0.74;2.004;2.833;97.848;19.692;2.02;2.42;59.90744566666667;10.71776035;0.0;1.652593833011018;3.4300883275912146;1.1343799521945641e-06;200.30458028138256;200.30458028138256;2.2380453171052466;3.138302076464766;3.8545799725209733;0.9513066242296948;1.7077697664914115;9.750092872066956;0.0;3.8906391501162645;6.568390404055981
2024-03-22_12:42:37:863306;59.90746071666667;10.717823766666667;0.0;59.90746071666667;10.717823766666667;0.0;1711107757.8571875;79.18;0.0;0.74;5.468;2.44;97.743;7.587;-2.188;-2.066;59.90744566666667;10.71776035;0.0;1.6767329330388057;3.548528004712509;1.2049350928133862e-06;197.83070554699867;197.83070554699867;2.171853690489969;3.1395795224832157;3.8175788179015813;0.9656180859707497;1.7059371707768174;9.510741805534389;0.0;3.8485866235287745;6.688107527195725
2024-03-22_12:42:37:958421;59.90746093333333;10.717825933333334;0.0;59.90746093333333;10.717825933333334;0.0;1711107757.9527357;79.18;1.2937882619240213;0.74;5.468;2.44;97.743;7.587;-2.188;-2.066;59.90744566666667;10.71776035;0.0;1.6767329330388057;3.548528004712509;1.2049350928133862e-06;205.97294372956387;205.97294372956387;2.1309969571905194;3.2536257995008655;3.88937384095858;0.9909417120785962;1.7059371707768174;10.3097312355411;0.0;3.807729890229325;6.802153804213375
2024-03-22_12:42:38:058345;59.90746093333333;10.717825933333334;0.0;59.90746093333333;10.717825933333334;0.0;1711107758.0547266;74.45;0.0;0.74;3.827;1.762;97.268;-18.012;-5.298;-1.678;59.90744566666667;10.71776035;0.0;1.7008720385585951;3.669765468492659;1.280825690064269e-06;203.26484309726993;203.26484309726993;2.065438197277791;3.2458400821690097;3.8472734222809084;1.0040882487516787;1.6976468568298444;10.04041191017683;0.0;3.766310235836386;6.9156055506616685
2024-03-22_12:42:38:156198;59.907461233333336;10.717827983333333;0.0;59.907461233333336;10.717827983333333;0.0;1711107758.1549053;74.45;1.1926799789917915;0.74;3.827;1.762;97.268;-18.012;-5.298;-1.678;59.90744566666667;10.71776035;0.0;1.7008720385585951;3.669765468492659;1.280825690064269e-06;211.52226527955904;211.52226527955904;2.023562723184911;3.358430804606961;3.920951869635292;1.0285169898199065;1.6976468568298444;10.872744177907743;0.0;3.724434761743506;7.02819627309962
2024-03-22_12:42:38:257338;59.907461233333336;10.717827983333333;0.0;59.907461233333336;10.717827983333333;0.0;1711107758.2542334;69.27;0.0;0.74;-1.597;0.457;96.998;-29.054;-5.769;-0.997;59.90744566666667;10.71776035;0.0;1.7342953686265656;3.784474748758195;1.3562968466107606e-06;209.00023726128416;209.00023726128416;1.947468502240532;3.356372446999799;3.880447083803411;1.0450403309531104;1.6929344678494598;10.615013486232954;0.0;3.6817638708670977;7.140847195757994
